cycle,pc,if_pc,addr,hit,ml_busy,ml_done,pf_req,pf_addr,pf_accepted,pf_filled,pf_filled_addr,cache_stall,cache_pf_req,cache_pf_addr,pattern
2530,80,96,1636,1,1,0,0,0,0,0,0,0,0,0,3
2531,88,100,1636,1,1,0,0,0,0,0,0,0,0,0,3
2532,88,104,1636,1,1,0,0,0,0,0,0,0,0,0,3
2534,96,108,1632,0,1,0,0,0,0,0,0,1,0,0,0
2537,96,112,1632,1,1,0,0,0,0,0,0,0,0,0,0
2543,72,88,1632,1,1,0,0,0,0,0,0,0,0,0,3
2545,80,92,1648,0,1,0,0,0,0,0,0,1,0,0,3
2548,80,96,1648,1,1,0,0,0,0,0,0,0,0,0,3
2549,88,100,1648,1,1,0,0,0,0,0,0,0,0,0,3
2550,88,104,1648,1,1,0,0,0,0,0,0,0,0,0,3
2552,96,108,1644,0,1,0,0,0,0,0,0,1,0,0,0
2555,96,112,1644,1,1,0,0,0,0,0,0,0,0,0,0
2561,72,88,1644,1,1,0,0,0,0,0,0,0,0,0,3
2563,80,92,1660,0,1,0,0,0,0,0,0,1,0,0,3
2566,80,96,1660,1,1,0,0,0,0,0,0,0,0,0,3
2567,88,100,1660,1,1,0,0,0,0,0,0,0,0,0,3
2568,88,104,1660,1,1,0,0,0,0,0,0,0,0,0,3
2570,96,108,1656,0,1,0,0,0,0,0,0,1,0,0,0
2573,96,112,1656,1,1,0,0,0,0,0,0,0,0,0,0
2579,72,88,1656,1,1,0,0,0,0,0,0,0,0,0,3
2581,80,92,1672,0,1,0,0,0,0,0,0,1,0,0,3
2584,80,96,1672,1,1,0,0,0,0,0,0,0,0,0,3
2585,88,100,1672,1,1,0,0,0,0,0,0,0,0,0,3
2586,88,104,1672,1,1,0,0,0,0,0,0,0,0,0,3
2588,96,108,1668,0,1,0,0,0,0,0,0,1,0,0,0
2591,96,112,1668,1,1,0,0,0,0,0,0,0,0,0,0
2597,72,88,1668,1,1,0,0,0,0,0,0,0,0,0,3
2599,80,92,1684,0,1,0,0,0,0,0,0,1,0,0,3
2602,80,96,1684,1,1,0,0,0,0,0,0,0,0,0,3
2603,88,100,1684,1,1,0,0,0,0,0,0,0,0,0,3
2604,88,104,1684,1,1,0,0,0,0,0,0,0,0,0,3
2606,96,108,1680,0,1,0,0,0,0,0,0,1,0,0,0
2609,96,112,1680,1,1,0,0,0,0,0,0,0,0,0,0
2615,72,88,1680,1,1,0,0,0,0,0,0,0,0,0,3
2617,80,92,1696,0,1,0,0,0,0,0,0,1,0,0,3
2620,80,96,1696,1,1,0,0,0,0,0,0,0,0,0,3
2621,88,100,1696,1,1,0,0,0,0,0,0,0,0,0,3
2622,88,104,1696,1,1,0,0,0,0,0,0,0,0,0,3
2624,96,108,1692,0,1,0,0,0,0,0,0,1,0,0,0
2627,96,112,1692,1,1,0,0,0,0,0,0,0,0,0,0
2633,72,88,1692,1,1,0,0,0,0,0,0,0,0,0,3
2635,80,92,1708,0,1,0,0,0,0,0,0,1,0,0,3
2638,80,96,1708,1,1,0,0,0,0,0,0,0,0,0,3
2639,88,100,1708,1,1,0,0,0,0,0,0,0,0,0,3
2640,88,104,1708,1,1,0,0,0,0,0,0,0,0,0,3
2642,96,108,1704,0,1,0,0,0,0,0,0,1,0,0,0
2645,96,112,1704,1,1,0,0,0,0,0,0,0,0,0,0
2651,72,88,1704,1,1,0,0,0,0,0,0,0,0,0,3
2652,0,92,0,0,0,1,0,0,0,0,0,1,0,0,3
2653,80,92,1720,0,0,0,1,36,0,0,0,1,0,0,3
2654,0,92,0,0,0,0,0,36,0,0,0,1,1,36,3
2655,0,92,0,0,1,0,0,36,1,0,0,0,0,0,3
2656,80,96,1720,1,1,0,0,36,0,0,0,0,0,0,3
2657,88,100,1720,1,1,0,0,36,0,0,0,0,0,0,3
2658,88,104,1720,1,1,0,0,36,0,0,0,0,0,0,3
2661,0,116,0,0,1,0,0,36,0,1,36,0,0,0,0
2666,72,84,0,0,1,0,0,36,0,0,36,1,0,0,3
2669,72,88,0,1,1,0,0,36,0,0,36,0,0,0,3
2670,80,92,0,1,1,0,0,36,0,0,36,0,0,0,3
2671,80,96,0,1,1,0,0,36,0,0,36,0,0,0,3
2673,88,100,4294967284,0,1,0,0,36,0,0,36,1,0,0,3
2676,88,104,4294967284,1,1,0,0,36,0,0,36,0,0,0,3
2677,96,108,4294967284,1,1,0,0,36,0,0,36,0,0,0,0
2678,96,112,4294967284,1,1,0,0,36,0,0,36,0,0,0,0
2684,72,88,0,1,1,0,0,36,0,0,36,0,0,0,3
2686,80,92,16,0,1,0,0,36,0,0,36,1,0,0,3
2689,80,96,16,1,1,0,0,36,0,0,36,0,0,0,3
2690,88,100,16,1,1,0,0,36,0,0,36,0,0,0,3
2691,88,104,16,1,1,0,0,36,0,0,36,0,0,0,3
2693,96,108,12,0,1,0,0,36,0,0,36,1,0,0,0
2696,96,112,12,1,1,0,0,36,0,0,36,0,0,0,0
2702,72,88,12,1,1,0,0,36,0,0,36,0,0,0,3
2704,80,92,28,0,1,0,0,36,0,0,36,1,0,0,3
2707,80,96,28,1,1,0,0,36,0,0,36,0,0,0,3
2708,88,100,28,1,1,0,0,36,0,0,36,0,0,0,3
2709,88,104,28,1,1,0,0,36,0,0,36,0,0,0,3
2711,96,108,24,0,1,0,0,36,0,0,36,1,0,0,0
2714,96,112,24,1,1,0,0,36,0,0,36,0,0,0,0
2720,72,88,24,1,1,0,0,36,0,0,36,0,0,0,3
2722,80,92,40,0,1,0,0,36,0,0,36,1,0,0,3
2725,80,96,40,1,1,0,0,36,0,0,36,0,0,0,3
2726,88,100,40,1,1,0,0,36,0,0,36,0,0,0,3
2727,88,104,40,1,1,0,0,36,0,0,36,0,0,0,3
2729,96,112,36,1,1,0,0,36,0,0,36,0,0,0,0
2735,72,88,0,1,1,0,0,36,0,0,36,0,0,0,3
2737,80,96,16,1,1,0,0,36,0,0,36,0,0,0,3
2739,88,100,4,0,1,0,0,36,0,0,36,1,0,0,3
2742,88,104,4,1,1,0,0,36,0,0,36,0,0,0,3
2743,96,108,4,1,1,0,0,36,0,0,36,0,0,0,0
2744,96,112,4,1,1,0,0,36,0,0,36,0,0,0,0
2750,120,152,0,1,1,0,0,36,0,0,36,0,0,0,0
2754,152,164,32,0,1,0,0,36,0,0,36,1,0,0,0
2757,152,168,32,1,1,0,0,36,0,0,36,0,0,0,0
2758,160,172,32,1,1,0,0,36,0,0,36,0,0,0,0
2759,160,128,32,1,1,0,0,36,0,0,36,0,0,0,0
2769,120,152,4,1,1,0,0,36,0,0,36,0,0,0,0
2773,152,168,32,1,1,0,0,36,0,0,36,0,0,0,0
2775,160,128,36,1,1,0,0,36,0,0,36,0,0,0,0
2785,120,132,8,0,1,0,0,36,0,0,36,1,0,0,0
2788,120,136,8,1,1,0,0,36,0,0,36,0,0,0,0
2796,152,168,36,1,1,0,0,36,0,0,36,0,0,0,0
2798,160,128,40,1,1,0,0,36,0,0,36,0,0,0,0
2808,120,132,20,0,1,0,0,36,0,0,36,1,0,0,0
2811,120,136,20,1,1,0,0,36,0,0,36,0,0,0,0
2819,120,152,28,1,1,0,0,36,0,0,36,0,0,0,0
2823,152,168,40,1,1,0,0,36,0,0,36,0,0,0,0
2825,160,172,44,0,1,0,0,36,0,0,36,1,0,0,0
2828,160,176,44,1,1,0,0,36,0,0,36,0,0,0,0
3046,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3053,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3060,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3067,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3074,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3081,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3088,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3095,1032,1048,0,1,1,0,0,36,0,0,36,0,0,0,0
3101,1056,1072,0,1,1,0,0,36,0,0,36,0,0,0,0
3103,1064,1080,4,1,1,0,0,36,0,0,36,0,0,0,0
3105,1072,1088,8,1,1,0,0,36,0,0,36,0,0,0,0
3112,1056,1072,0,1,1,0,0,36,0,0,36,0,0,0,0
3114,1064,1080,4,1,1,0,0,36,0,0,36,0,0,0,0
3116,1072,1088,8,1,1,0,0,36,0,0,36,0,0,0,0
3123,1056,1072,0,1,1,0,0,36,0,0,36,0,0,0,0
3125,1064,1080,4,1,1,0,0,36,0,0,36,0,0,0,0
3127,1072,1088,8,1,1,0,0,36,0,0,36,0,0,0,0
3134,1056,1072,0,1,1,0,0,36,0,0,36,0,0,0,0
3136,1064,1080,4,1,1,0,0,36,0,0,36,0,0,0,0
3138,1072,1088,8,1,1,0,0,36,0,0,36,0,0,0,0
3144,1096,1112,0,1,1,0,0,36,0,0,36,0,0,0,0
3146,1104,1120,16,1,1,0,0,36,0,0,36,0,0,0,0
3148,1112,1128,4,1,1,0,0,36,0,0,36,0,0,0,0
3150,1120,1136,0,1,1,0,0,36,0,0,36,0,0,0,0
3156,1096,1112,0,1,1,0,0,36,0,0,36,0,0,0,0
3158,1104,1120,16,1,1,0,0,36,0,0,36,0,0,0,0
3160,1112,1128,4,1,1,0,0,36,0,0,36,0,0,0,0
3162,1120,1136,0,1,1,0,0,36,0,0,36,0,0,0,0
3168,1096,1112,0,1,1,0,0,36,0,0,36,0,0,0,0
3170,1104,1120,16,1,1,0,0,36,0,0,36,0,0,0,0
3172,1112,1128,4,1,1,0,0,36,0,0,36,0,0,0,0
3174,1120,1136,0,1,1,0,0,36,0,0,36,0,0,0,0
3180,1096,1112,0,1,1,0,0,36,0,0,36,0,0,0,0
3182,1104,1120,16,1,1,0,0,36,0,0,36,0,0,0,0
3184,1112,1128,4,1,1,0,0,36,0,0,36,0,0,0,0
3186,1120,1136,0,1,1,0,0,36,0,0,36,0,0,0,0
3192,1144,1176,0,1,1,0,0,36,0,0,36,0,0,0,0
3196,1176,1192,32,1,1,0,0,36,0,0,36,0,0,0,0
3198,1184,1152,36,1,1,0,0,36,0,0,36,0,0,0,0
3208,1144,1176,4,1,1,0,0,36,0,0,36,0,0,0,0
3212,1176,1192,36,1,1,0,0,36,0,0,36,0,0,0,0
3214,1184,1152,40,1,1,0,0,36,0,0,36,0,0,0,0
3224,1144,1176,8,1,1,0,0,36,0,0,36,0,0,0,0
3228,1176,1192,40,1,1,0,0,36,0,0,36,0,0,0,0
3230,1184,1152,44,1,1,0,0,36,0,0,36,0,0,0,0
3240,1176,1192,44,1,1,0,0,36,0,0,36,0,0,0,0
3242,1184,1196,48,0,1,0,0,36,0,0,36,1,0,0,0
3245,1184,1200,48,1,1,0,0,36,0,0,36,0,0,0,0
3463,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3470,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3477,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3484,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3491,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3498,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3505,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3512,2056,2072,0,1,1,0,0,36,0,0,36,0,0,0,0
3518,2080,2096,0,1,1,0,0,36,0,0,36,0,0,0,0
3520,2088,2104,4,1,1,0,0,36,0,0,36,0,0,0,0
3522,2096,2112,8,1,1,0,0,36,0,0,36,0,0,0,0
3529,2080,2096,0,1,1,0,0,36,0,0,36,0,0,0,0
3531,2088,2104,4,1,1,0,0,36,0,0,36,0,0,0,0
3533,2096,2112,8,1,1,0,0,36,0,0,36,0,0,0,0
3540,2080,2096,0,1,1,0,0,36,0,0,36,0,0,0,0
3542,2088,2104,4,1,1,0,0,36,0,0,36,0,0,0,0
3544,2096,2112,8,1,1,0,0,36,0,0,36,0,0,0,0
3551,2080,2096,0,1,1,0,0,36,0,0,36,0,0,0,0
3553,2088,2104,4,1,1,0,0,36,0,0,36,0,0,0,0
3555,2096,2112,8,1,1,0,0,36,0,0,36,0,0,0,0
3561,2120,2136,0,1,1,0,0,36,0,0,36,0,0,0,0
3563,2128,2144,16,1,1,0,0,36,0,0,36,0,0,0,0
3565,2136,2152,4,1,1,0,0,36,0,0,36,0,0,0,0
3567,2144,2160,0,1,1,0,0,36,0,0,36,0,0,0,0
3573,2120,2136,0,1,1,0,0,36,0,0,36,0,0,0,0
3575,2128,2144,16,1,1,0,0,36,0,0,36,0,0,0,0
3577,2136,2152,4,1,1,0,0,36,0,0,36,0,0,0,0
3579,2144,2160,0,1,1,0,0,36,0,0,36,0,0,0,0
3585,2120,2136,0,1,1,0,0,36,0,0,36,0,0,0,0
3587,2128,2144,16,1,1,0,0,36,0,0,36,0,0,0,0
3589,2136,2152,4,1,1,0,0,36,0,0,36,0,0,0,0
3591,2144,2160,0,1,1,0,0,36,0,0,36,0,0,0,0
3597,2120,2136,0,1,1,0,0,36,0,0,36,0,0,0,0
3599,2128,2144,16,1,1,0,0,36,0,0,36,0,0,0,0
3601,2136,2152,4,1,1,0,0,36,0,0,36,0,0,0,0
3603,2144,2160,0,1,1,0,0,36,0,0,36,0,0,0,0
3609,2168,2200,0,1,1,0,0,36,0,0,36,0,0,0,0
3613,2200,2216,32,1,1,0,0,36,0,0,36,0,0,0,0
3615,2208,2176,36,1,1,0,0,36,0,0,36,0,0,0,0
3625,2168,2200,4,1,1,0,0,36,0,0,36,0,0,0,0
3629,2200,2216,36,1,1,0,0,36,0,0,36,0,0,0,0
3631,2208,2176,40,1,1,0,0,36,0,0,36,0,0,0,0
3641,2168,2200,8,1,1,0,0,36,0,0,36,0,0,0,0
3645,2200,2216,40,1,1,0,0,36,0,0,36,0,0,0,0
3647,2208,2176,44,1,1,0,0,36,0,0,36,0,0,0,0
3657,2200,2216,44,1,1,0,0,36,0,0,36,0,0,0,0
3659,2208,2176,48,1,1,0,0,36,0,0,36,0,0,0,0
3669,2168,2200,16,1,1,0,0,36,0,0,36,0,0,0,0
3673,2200,2216,48,1,1,0,0,36,0,0,36,0,0,0,0
3675,2208,2220,52,0,1,0,0,36,0,0,36,1,0,0,0
3678,2208,2224,52,1,1,0,0,36,0,0,36,0,0,0,0
3896,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3903,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3910,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3917,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3924,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3931,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3938,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3945,3080,3096,0,1,1,0,0,36,0,0,36,0,0,0,0
3951,3104,3120,0,1,1,0,0,36,0,0,36,0,0,0,0
3953,3112,3128,4,1,1,0,0,36,0,0,36,0,0,0,0
3955,3120,3136,8,1,1,0,0,36,0,0,36,0,0,0,0
3962,3104,3120,0,1,1,0,0,36,0,0,36,0,0,0,0
3964,3112,3128,4,1,1,0,0,36,0,0,36,0,0,0,0
3966,3120,3136,8,1,1,0,0,36,0,0,36,0,0,0,0
3973,3104,3120,0,1,1,0,0,36,0,0,36,0,0,0,0
3975,3112,3128,4,1,1,0,0,36,0,0,36,0,0,0,0
3977,3120,3136,8,1,1,0,0,36,0,0,36,0,0,0,0
3984,3104,3120,0,1,1,0,0,36,0,0,36,0,0,0,0
3986,3112,3128,4,1,1,0,0,36,0,0,36,0,0,0,0
3988,3120,3136,8,1,1,0,0,36,0,0,36,0,0,0,0
3994,3144,3160,0,1,1,0,0,36,0,0,36,0,0,0,0
3996,3152,3168,16,1,1,0,0,36,0,0,36,0,0,0,0
3998,3160,3176,4,1,1,0,0,36,0,0,36,0,0,0,0
4000,3168,3184,0,1,1,0,0,36,0,0,36,0,0,0,0
4006,3144,3160,0,1,1,0,0,36,0,0,36,0,0,0,0
4008,3152,3168,16,1,1,0,0,36,0,0,36,0,0,0,0
4010,3160,3176,4,1,1,0,0,36,0,0,36,0,0,0,0
4012,3168,3184,0,1,1,0,0,36,0,0,36,0,0,0,0
4018,3144,3160,0,1,1,0,0,36,0,0,36,0,0,0,0
4020,3152,3168,16,1,1,0,0,36,0,0,36,0,0,0,0
4022,3160,3176,4,1,1,0,0,36,0,0,36,0,0,0,0
4024,3168,3184,0,1,1,0,0,36,0,0,36,0,0,0,0
4030,3144,3160,0,1,1,0,0,36,0,0,36,0,0,0,0
4032,3152,3168,16,1,1,0,0,36,0,0,36,0,0,0,0
4034,3160,3176,4,1,1,0,0,36,0,0,36,0,0,0,0
4036,3168,3184,0,1,1,0,0,36,0,0,36,0,0,0,0
4042,3192,3224,0,1,1,0,0,36,0,0,36,0,0,0,0
4046,3224,3240,32,1,1,0,0,36,0,0,36,0,0,0,0
4048,3232,3200,36,1,1,0,0,36,0,0,36,0,0,0,0
4058,3192,3224,4,1,1,0,0,36,0,0,36,0,0,0,0
4062,3224,3240,36,1,1,0,0,36,0,0,36,0,0,0,0
4064,3232,3200,40,1,1,0,0,36,0,0,36,0,0,0,0
4074,3192,3224,8,1,1,0,0,36,0,0,36,0,0,0,0
4078,3224,3240,40,1,1,0,0,36,0,0,36,0,0,0,0
4080,3232,3200,44,1,1,0,0,36,0,0,36,0,0,0,0
4090,3224,3240,44,1,1,0,0,36,0,0,36,0,0,0,0
4092,3232,3200,48,1,1,0,0,36,0,0,36,0,0,0,0
4102,3192,3224,16,1,1,0,0,36,0,0,36,0,0,0,0
4106,3224,3240,48,1,1,0,0,36,0,0,36,0,0,0,0
4108,3232,3200,52,1,1,0,0,36,0,0,36,0,0,0,0
4118,3192,3224,20,1,1,0,0,36,0,0,36,0,0,0,0
4122,3224,3240,52,1,1,0,0,36,0,0,36,0,0,0,0
4124,3232,3244,56,0,1,0,0,36,0,0,36,1,0,0,0
4127,3232,3248,56,1,1,0,0,36,0,0,36,0,0,0,0
4345,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4352,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4359,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4366,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4373,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4380,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4387,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4394,4104,4120,0,1,1,0,0,36,0,0,36,0,0,0,0
4400,4128,4144,0,1,1,0,0,36,0,0,36,0,0,0,0
4402,4136,4152,4,1,1,0,0,36,0,0,36,0,0,0,0
4404,4144,4160,8,1,1,0,0,36,0,0,36,0,0,0,0
4411,4128,4144,0,1,1,0,0,36,0,0,36,0,0,0,0
4413,4136,4152,4,1,1,0,0,36,0,0,36,0,0,0,0
4415,4144,4160,8,1,1,0,0,36,0,0,36,0,0,0,0
4422,4128,4144,0,1,1,0,0,36,0,0,36,0,0,0,0
4424,4136,4152,4,1,1,0,0,36,0,0,36,0,0,0,0
4426,4144,4160,8,1,1,0,0,36,0,0,36,0,0,0,0
4433,4128,4144,0,1,1,0,0,36,0,0,36,0,0,0,0
4435,4136,4152,4,1,1,0,0,36,0,0,36,0,0,0,0
4437,4144,4160,8,1,1,0,0,36,0,0,36,0,0,0,0
4443,4168,4184,0,1,1,0,0,36,0,0,36,0,0,0,0
4445,4176,4192,16,1,1,0,0,36,0,0,36,0,0,0,0
4447,4184,4200,4,1,1,0,0,36,0,0,36,0,0,0,0
4449,4192,4208,0,1,1,0,0,36,0,0,36,0,0,0,0
4455,4168,4184,0,1,1,0,0,36,0,0,36,0,0,0,0
4457,4176,4192,16,1,1,0,0,36,0,0,36,0,0,0,0
4459,4184,4200,4,1,1,0,0,36,0,0,36,0,0,0,0
4461,4192,4208,0,1,1,0,0,36,0,0,36,0,0,0,0
4467,4168,4184,0,1,1,0,0,36,0,0,36,0,0,0,0
4469,4176,4192,16,1,1,0,0,36,0,0,36,0,0,0,0
4471,4184,4200,4,1,1,0,0,36,0,0,36,0,0,0,0
4473,4192,4208,0,1,1,0,0,36,0,0,36,0,0,0,0
4479,4168,4184,0,1,1,0,0,36,0,0,36,0,0,0,0
4481,4176,4192,16,1,1,0,0,36,0,0,36,0,0,0,0
4483,4184,4200,4,1,1,0,0,36,0,0,36,0,0,0,0
4485,4192,4208,0,1,1,0,0,36,0,0,36,0,0,0,0
4491,4216,4248,0,1,1,0,0,36,0,0,36,0,0,0,0
4495,4248,4264,32,1,1,0,0,36,0,0,36,0,0,0,0
4497,4256,4224,36,1,1,0,0,36,0,0,36,0,0,0,0
4507,4216,4248,4,1,1,0,0,36,0,0,36,0,0,0,0
4511,4248,4264,36,1,1,0,0,36,0,0,36,0,0,0,0
4513,4256,4224,40,1,1,0,0,36,0,0,36,0,0,0,0
4523,4216,4248,8,1,1,0,0,36,0,0,36,0,0,0,0
4527,4248,4264,40,1,1,0,0,36,0,0,36,0,0,0,0
4529,4256,4224,44,1,1,0,0,36,0,0,36,0,0,0,0
4539,4248,4264,44,1,1,0,0,36,0,0,36,0,0,0,0
4541,4256,4224,48,1,1,0,0,36,0,0,36,0,0,0,0
4551,4216,4248,16,1,1,0,0,36,0,0,36,0,0,0,0
4555,4248,4264,48,1,1,0,0,36,0,0,36,0,0,0,0
4557,4256,4224,52,1,1,0,0,36,0,0,36,0,0,0,0
4567,4216,4248,20,1,1,0,0,36,0,0,36,0,0,0,0
4571,4248,4264,52,1,1,0,0,36,0,0,36,0,0,0,0
4573,4256,4224,56,1,1,0,0,36,0,0,36,0,0,0,0
4583,4216,4248,24,1,1,0,0,36,0,0,36,0,0,0,0
4587,4248,4264,56,1,1,0,0,36,0,0,36,0,0,0,0
4589,4256,4268,60,0,1,0,0,36,0,0,36,1,0,0,0
4592,4256,4272,60,1,1,0,0,36,0,0,36,0,0,0,0
4810,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4817,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4824,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4831,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4838,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4845,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4852,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4859,5128,5144,0,1,1,0,0,36,0,0,36,0,0,0,0
4865,5152,5168,0,1,1,0,0,36,0,0,36,0,0,0,0
4867,5160,5176,4,1,1,0,0,36,0,0,36,0,0,0,0
4869,5168,5184,8,1,1,0,0,36,0,0,36,0,0,0,0
4876,5152,5168,0,1,1,0,0,36,0,0,36,0,0,0,0
4878,5160,5176,4,1,1,0,0,36,0,0,36,0,0,0,0
4880,5168,5184,8,1,1,0,0,36,0,0,36,0,0,0,0
4887,5152,5168,0,1,1,0,0,36,0,0,36,0,0,0,0
4889,5160,5176,4,1,1,0,0,36,0,0,36,0,0,0,0
4891,5168,5184,8,1,1,0,0,36,0,0,36,0,0,0,0
4898,5152,5168,0,1,1,0,0,36,0,0,36,0,0,0,0
4900,5160,5176,4,1,1,0,0,36,0,0,36,0,0,0,0
4902,5168,5184,8,1,1,0,0,36,0,0,36,0,0,0,0
4908,5192,5208,0,1,1,0,0,36,0,0,36,0,0,0,0
4910,5200,5216,16,1,1,0,0,36,0,0,36,0,0,0,0
4912,5208,5224,4,1,1,0,0,36,0,0,36,0,0,0,0
4914,5216,5232,0,1,1,0,0,36,0,0,36,0,0,0,0
4920,5192,5208,0,1,1,0,0,36,0,0,36,0,0,0,0
4922,5200,5216,16,1,1,0,0,36,0,0,36,0,0,0,0
4924,5208,5224,4,1,1,0,0,36,0,0,36,0,0,0,0
4926,5216,5232,0,1,1,0,0,36,0,0,36,0,0,0,0
4932,5192,5208,0,1,1,0,0,36,0,0,36,0,0,0,0
4934,5200,5216,16,1,1,0,0,36,0,0,36,0,0,0,0
4936,5208,5224,4,1,1,0,0,36,0,0,36,0,0,0,0
4938,5216,5232,0,1,1,0,0,36,0,0,36,0,0,0,0
4944,5192,5208,0,1,1,0,0,36,0,0,36,0,0,0,0
4946,5200,5216,16,1,1,0,0,36,0,0,36,0,0,0,0
4948,5208,5224,4,1,1,0,0,36,0,0,36,0,0,0,0
4950,5216,5232,0,1,1,0,0,36,0,0,36,0,0,0,0
4956,5240,5272,0,1,1,0,0,36,0,0,36,0,0,0,0
4960,5272,5288,32,1,1,0,0,36,0,0,36,0,0,0,0
4962,5280,5248,36,1,1,0,0,36,0,0,36,0,0,0,0
4972,5240,5272,4,1,1,0,0,36,0,0,36,0,0,0,0
4976,5272,5288,36,1,1,0,0,36,0,0,36,0,0,0,0
4978,5280,5248,40,1,1,0,0,36,0,0,36,0,0,0,0
4988,5240,5272,8,1,1,0,0,36,0,0,36,0,0,0,0
4992,5272,5288,40,1,1,0,0,36,0,0,36,0,0,0,0
4994,5280,5248,44,1,1,0,0,36,0,0,36,0,0,0,0
5004,5272,5288,44,1,1,0,0,36,0,0,36,0,0,0,0
5006,5280,5248,48,1,1,0,0,36,0,0,36,0,0,0,0
5016,5240,5272,16,1,1,0,0,36,0,0,36,0,0,0,0
5020,5272,5288,48,1,1,0,0,36,0,0,36,0,0,0,0
5022,5280,5248,52,1,1,0,0,36,0,0,36,0,0,0,0
5032,5240,5272,20,1,1,0,0,36,0,0,36,0,0,0,0
5036,5272,5288,52,1,1,0,0,36,0,0,36,0,0,0,0
5038,5280,5248,56,1,1,0,0,36,0,0,36,0,0,0,0
5048,5240,5272,24,1,1,0,0,36,0,0,36,0,0,0,0
5052,5272,5288,56,1,1,0,0,36,0,0,36,0,0,0,0
5054,5280,5248,60,1,1,0,0,36,0,0,36,0,0,0,0
5064,5240,5272,28,1,1,0,0,36,0,0,36,0,0,0,0
5068,5272,5288,60,1,1,0,0,36,0,0,36,0,0,0,0
5070,5280,5292,64,0,1,0,0,36,0,0,36,1,0,0,0
5073,5280,5296,64,1,1,0,0,36,0,0,36,0,0,0,0
5248,0,5996,0,0,0,1,0,36,0,0,36,0,0,0,0
5249,0,6000,0,0,0,0,1,2060,0,0,36,0,0,0,0
5291,6152,6164,0,0,0,0,0,2060,0,0,36,1,0,0,0
5294,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5301,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5308,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5315,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5322,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5329,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5336,6152,6168,0,1,1,0,0,2060,0,0,36,0,0,0,0
5342,6176,6192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5344,6184,6200,4,1,1,0,0,2060,0,0,36,0,0,0,0
5346,6192,6208,8,1,1,0,0,2060,0,0,36,0,0,0,0
5353,6176,6192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5355,6184,6200,4,1,1,0,0,2060,0,0,36,0,0,0,0
5357,6192,6208,8,1,1,0,0,2060,0,0,36,0,0,0,0
5364,6176,6192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5366,6184,6200,4,1,1,0,0,2060,0,0,36,0,0,0,0
5368,6192,6208,8,1,1,0,0,2060,0,0,36,0,0,0,0
5375,6176,6192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5377,6184,6200,4,1,1,0,0,2060,0,0,36,0,0,0,0
5379,6192,6208,8,1,1,0,0,2060,0,0,36,0,0,0,0
5385,6216,6232,0,1,1,0,0,2060,0,0,36,0,0,0,0
