cycle,pc,if_pc,addr,hit,ml_busy,ml_done,pf_req,pf_addr,pf_accepted,pf_filled,pf_filled_addr,cache_stall,cache_pf_req,cache_pf_addr,pattern
5387,6224,6240,16,1,1,0,0,2060,0,0,36,0,0,0,0
5389,6232,6248,4,1,1,0,0,2060,0,0,36,0,0,0,0
5391,6240,6256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5397,6216,6232,0,1,1,0,0,2060,0,0,36,0,0,0,0
5399,6224,6240,16,1,1,0,0,2060,0,0,36,0,0,0,0
5401,6232,6248,4,1,1,0,0,2060,0,0,36,0,0,0,0
5403,6240,6256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5409,6216,6232,0,1,1,0,0,2060,0,0,36,0,0,0,0
5411,6224,6240,16,1,1,0,0,2060,0,0,36,0,0,0,0
5413,6232,6248,4,1,1,0,0,2060,0,0,36,0,0,0,0
5415,6240,6256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5421,6216,6232,0,1,1,0,0,2060,0,0,36,0,0,0,0
5423,6224,6240,16,1,1,0,0,2060,0,0,36,0,0,0,0
5425,6232,6248,4,1,1,0,0,2060,0,0,36,0,0,0,0
5427,6240,6256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5433,6264,6296,0,1,1,0,0,2060,0,0,36,0,0,0,0
5437,6296,6312,32,1,1,0,0,2060,0,0,36,0,0,0,0
5439,6304,6272,36,1,1,0,0,2060,0,0,36,0,0,0,0
5449,6264,6296,4,1,1,0,0,2060,0,0,36,0,0,0,0
5453,6296,6312,36,1,1,0,0,2060,0,0,36,0,0,0,0
5455,6304,6272,40,1,1,0,0,2060,0,0,36,0,0,0,0
5465,6264,6296,8,1,1,0,0,2060,0,0,36,0,0,0,0
5469,6296,6312,40,1,1,0,0,2060,0,0,36,0,0,0,0
5471,6304,6272,44,1,1,0,0,2060,0,0,36,0,0,0,0
5481,6296,6312,44,1,1,0,0,2060,0,0,36,0,0,0,0
5483,6304,6272,48,1,1,0,0,2060,0,0,36,0,0,0,0
5493,6264,6296,16,1,1,0,0,2060,0,0,36,0,0,0,0
5497,6296,6312,48,1,1,0,0,2060,0,0,36,0,0,0,0
5499,6304,6272,52,1,1,0,0,2060,0,0,36,0,0,0,0
5509,6264,6296,20,1,1,0,0,2060,0,0,36,0,0,0,0
5513,6296,6312,52,1,1,0,0,2060,0,0,36,0,0,0,0
5515,6304,6272,56,1,1,0,0,2060,0,0,36,0,0,0,0
5525,6264,6296,24,1,1,0,0,2060,0,0,36,0,0,0,0
5529,6296,6312,56,1,1,0,0,2060,0,0,36,0,0,0,0
5531,6304,6272,60,1,1,0,0,2060,0,0,36,0,0,0,0
5541,6264,6296,28,1,1,0,0,2060,0,0,36,0,0,0,0
5545,6296,6312,60,1,1,0,0,2060,0,0,36,0,0,0,0
5547,6304,6316,64,0,1,0,0,2060,0,0,36,1,0,0,0
5550,6304,6320,64,1,1,0,0,2060,0,0,36,0,0,0,0
5768,7176,7188,0,0,1,0,0,2060,0,0,36,1,0,0,0
5771,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5778,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5785,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5792,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5799,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5806,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5813,7176,7192,0,1,1,0,0,2060,0,0,36,0,0,0,0
5819,7200,7216,0,1,1,0,0,2060,0,0,36,0,0,0,0
5821,7208,7224,4,1,1,0,0,2060,0,0,36,0,0,0,0
5823,7216,7232,8,1,1,0,0,2060,0,0,36,0,0,0,0
5830,7200,7216,0,1,1,0,0,2060,0,0,36,0,0,0,0
5832,7208,7224,4,1,1,0,0,2060,0,0,36,0,0,0,0
5834,7216,7232,8,1,1,0,0,2060,0,0,36,0,0,0,0
5841,7200,7216,0,1,1,0,0,2060,0,0,36,0,0,0,0
5843,7208,7224,4,1,1,0,0,2060,0,0,36,0,0,0,0
5845,7216,7232,8,1,1,0,0,2060,0,0,36,0,0,0,0
5852,7200,7216,0,1,1,0,0,2060,0,0,36,0,0,0,0
5854,7208,7224,4,1,1,0,0,2060,0,0,36,0,0,0,0
5856,7216,7232,8,1,1,0,0,2060,0,0,36,0,0,0,0
5862,7240,7256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5864,7248,7264,16,1,1,0,0,2060,0,0,36,0,0,0,0
5866,7256,7272,4,1,1,0,0,2060,0,0,36,0,0,0,0
5868,7264,7280,0,1,1,0,0,2060,0,0,36,0,0,0,0
5874,7240,7256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5876,7248,7264,16,1,1,0,0,2060,0,0,36,0,0,0,0
5878,7256,7272,4,1,1,0,0,2060,0,0,36,0,0,0,0
5880,7264,7280,0,1,1,0,0,2060,0,0,36,0,0,0,0
5886,7240,7256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5888,7248,7264,16,1,1,0,0,2060,0,0,36,0,0,0,0
5890,7256,7272,4,1,1,0,0,2060,0,0,36,0,0,0,0
5892,7264,7280,0,1,1,0,0,2060,0,0,36,0,0,0,0
5898,7240,7256,0,1,1,0,0,2060,0,0,36,0,0,0,0
5900,7248,7264,16,1,1,0,0,2060,0,0,36,0,0,0,0
5902,7256,7272,4,1,1,0,0,2060,0,0,36,0,0,0,0
5904,7264,7280,0,1,1,0,0,2060,0,0,36,0,0,0,0
5910,7288,7320,0,1,1,0,0,2060,0,0,36,0,0,0,0
5914,7320,7336,32,1,1,0,0,2060,0,0,36,0,0,0,0
5916,7328,7296,36,1,1,0,0,2060,0,0,36,0,0,0,0
5926,7288,7320,4,1,1,0,0,2060,0,0,36,0,0,0,0
5930,7320,7336,36,1,1,0,0,2060,0,0,36,0,0,0,0
5932,7328,7296,40,1,1,0,0,2060,0,0,36,0,0,0,0
5942,7288,7320,8,1,1,0,0,2060,0,0,36,0,0,0,0
5946,7320,7336,40,1,1,0,0,2060,0,0,36,0,0,0,0
5948,7328,7296,44,1,1,0,0,2060,0,0,36,0,0,0,0
5958,7320,7336,44,1,1,0,0,2060,0,0,36,0,0,0,0
5960,7328,7296,48,1,1,0,0,2060,0,0,36,0,0,0,0
5970,7288,7320,16,1,1,0,0,2060,0,0,36,0,0,0,0
5974,7320,7336,48,1,1,0,0,2060,0,0,36,0,0,0,0
5976,7328,7296,52,1,1,0,0,2060,0,0,36,0,0,0,0
5986,7288,7320,20,1,1,0,0,2060,0,0,36,0,0,0,0
5990,7320,7336,52,1,1,0,0,2060,0,0,36,0,0,0,0
5992,7328,7296,56,1,1,0,0,2060,0,0,36,0,0,0,0
6002,7288,7320,24,1,1,0,0,2060,0,0,36,0,0,0,0
6006,7320,7336,56,1,1,0,0,2060,0,0,36,0,0,0,0
6008,7328,7296,60,1,1,0,0,2060,0,0,36,0,0,0,0
6018,7288,7320,28,1,1,0,0,2060,0,0,36,0,0,0,0
6022,7320,7336,60,1,1,0,0,2060,0,0,36,0,0,0,0
6024,7328,7340,64,0,1,0,0,2060,0,0,36,1,0,0,0
6027,7328,7344,64,1,1,0,0,2060,0,0,36,0,0,0,0
6245,8200,8212,0,0,1,0,0,2060,0,0,36,1,0,0,0
6248,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6255,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6262,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6269,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6276,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6283,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6290,8200,8216,0,1,1,0,0,2060,0,0,36,0,0,0,0
6296,8224,8240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6298,8232,8248,4,1,1,0,0,2060,0,0,36,0,0,0,0
6300,8240,8256,8,1,1,0,0,2060,0,0,36,0,0,0,0
6307,8224,8240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6309,8232,8248,4,1,1,0,0,2060,0,0,36,0,0,0,0
6311,8240,8256,8,1,1,0,0,2060,0,0,36,0,0,0,0
6318,8224,8240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6320,8232,8248,4,1,1,0,0,2060,0,0,36,0,0,0,0
6322,8240,8256,8,1,1,0,0,2060,0,0,36,0,0,0,0
6329,8224,8240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6331,8232,8248,4,1,1,0,0,2060,0,0,36,0,0,0,0
6333,8240,8256,8,1,1,0,0,2060,0,0,36,0,0,0,0
6339,8264,8280,0,1,1,0,0,2060,0,0,36,0,0,0,0
6341,8272,8288,16,1,1,0,0,2060,0,0,36,0,0,0,0
6343,8280,8296,4,1,1,0,0,2060,0,0,36,0,0,0,0
6345,8288,8304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6351,8264,8280,0,1,1,0,0,2060,0,0,36,0,0,0,0
6353,8272,8288,16,1,1,0,0,2060,0,0,36,0,0,0,0
6355,8280,8296,4,1,1,0,0,2060,0,0,36,0,0,0,0
6357,8288,8304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6363,8264,8280,0,1,1,0,0,2060,0,0,36,0,0,0,0
6365,8272,8288,16,1,1,0,0,2060,0,0,36,0,0,0,0
6367,8280,8296,4,1,1,0,0,2060,0,0,36,0,0,0,0
6369,8288,8304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6375,8264,8280,0,1,1,0,0,2060,0,0,36,0,0,0,0
6377,8272,8288,16,1,1,0,0,2060,0,0,36,0,0,0,0
6379,8280,8296,4,1,1,0,0,2060,0,0,36,0,0,0,0
6381,8288,8304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6387,8312,8344,0,1,1,0,0,2060,0,0,36,0,0,0,0
6391,8344,8360,32,1,1,0,0,2060,0,0,36,0,0,0,0
6393,8352,8320,36,1,1,0,0,2060,0,0,36,0,0,0,0
6403,8312,8344,4,1,1,0,0,2060,0,0,36,0,0,0,0
6407,8344,8360,36,1,1,0,0,2060,0,0,36,0,0,0,0
6409,8352,8320,40,1,1,0,0,2060,0,0,36,0,0,0,0
6419,8312,8344,8,1,1,0,0,2060,0,0,36,0,0,0,0
6423,8344,8360,40,1,1,0,0,2060,0,0,36,0,0,0,0
6425,8352,8320,44,1,1,0,0,2060,0,0,36,0,0,0,0
6435,8344,8360,44,1,1,0,0,2060,0,0,36,0,0,0,0
6437,8352,8320,48,1,1,0,0,2060,0,0,36,0,0,0,0
6447,8312,8344,16,1,1,0,0,2060,0,0,36,0,0,0,0
6451,8344,8360,48,1,1,0,0,2060,0,0,36,0,0,0,0
6453,8352,8320,52,1,1,0,0,2060,0,0,36,0,0,0,0
6463,8312,8344,20,1,1,0,0,2060,0,0,36,0,0,0,0
6467,8344,8360,52,1,1,0,0,2060,0,0,36,0,0,0,0
6469,8352,8320,56,1,1,0,0,2060,0,0,36,0,0,0,0
6479,8312,8344,24,1,1,0,0,2060,0,0,36,0,0,0,0
6483,8344,8360,56,1,1,0,0,2060,0,0,36,0,0,0,0
6485,8352,8320,60,1,1,0,0,2060,0,0,36,0,0,0,0
6495,8312,8344,28,1,1,0,0,2060,0,0,36,0,0,0,0
6499,8344,8360,60,1,1,0,0,2060,0,0,36,0,0,0,0
6501,8352,8364,64,0,1,0,0,2060,0,0,36,1,0,0,0
6504,8352,8368,64,1,1,0,0,2060,0,0,36,0,0,0,0
6722,9224,9236,0,0,1,0,0,2060,0,0,36,1,0,0,0
6725,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6732,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6739,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6746,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6753,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6760,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6767,9224,9240,0,1,1,0,0,2060,0,0,36,0,0,0,0
6773,9248,9264,0,1,1,0,0,2060,0,0,36,0,0,0,0
6775,9256,9272,4,1,1,0,0,2060,0,0,36,0,0,0,0
6777,9264,9280,8,1,1,0,0,2060,0,0,36,0,0,0,0
6784,9248,9264,0,1,1,0,0,2060,0,0,36,0,0,0,0
6786,9256,9272,4,1,1,0,0,2060,0,0,36,0,0,0,0
6788,9264,9280,8,1,1,0,0,2060,0,0,36,0,0,0,0
6795,9248,9264,0,1,1,0,0,2060,0,0,36,0,0,0,0
6797,9256,9272,4,1,1,0,0,2060,0,0,36,0,0,0,0
6799,9264,9280,8,1,1,0,0,2060,0,0,36,0,0,0,0
6806,9248,9264,0,1,1,0,0,2060,0,0,36,0,0,0,0
6808,9256,9272,4,1,1,0,0,2060,0,0,36,0,0,0,0
6810,9264,9280,8,1,1,0,0,2060,0,0,36,0,0,0,0
6816,9288,9304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6818,9296,9312,16,1,1,0,0,2060,0,0,36,0,0,0,0
6820,9304,9320,4,1,1,0,0,2060,0,0,36,0,0,0,0
6822,9312,9328,0,1,1,0,0,2060,0,0,36,0,0,0,0
6828,9288,9304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6830,9296,9312,16,1,1,0,0,2060,0,0,36,0,0,0,0
6832,9304,9320,4,1,1,0,0,2060,0,0,36,0,0,0,0
6834,9312,9328,0,1,1,0,0,2060,0,0,36,0,0,0,0
6840,9288,9304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6842,9296,9312,16,1,1,0,0,2060,0,0,36,0,0,0,0
6844,9304,9320,4,1,1,0,0,2060,0,0,36,0,0,0,0
6846,9312,9328,0,1,1,0,0,2060,0,0,36,0,0,0,0
6852,9288,9304,0,1,1,0,0,2060,0,0,36,0,0,0,0
6854,9296,9312,16,1,1,0,0,2060,0,0,36,0,0,0,0
6856,9304,9320,4,1,1,0,0,2060,0,0,36,0,0,0,0
6858,9312,9328,0,1,1,0,0,2060,0,0,36,0,0,0,0
6864,9336,9368,0,1,1,0,0,2060,0,0,36,0,0,0,0
6868,9368,9384,32,1,1,0,0,2060,0,0,36,0,0,0,0
6870,9376,9344,36,1,1,0,0,2060,0,0,36,0,0,0,0
6880,9336,9368,4,1,1,0,0,2060,0,0,36,0,0,0,0
6884,9368,9384,36,1,1,0,0,2060,0,0,36,0,0,0,0
6886,9376,9344,40,1,1,0,0,2060,0,0,36,0,0,0,0
6896,9336,9368,8,1,1,0,0,2060,0,0,36,0,0,0,0
6900,9368,9384,40,1,1,0,0,2060,0,0,36,0,0,0,0
6902,9376,9344,44,1,1,0,0,2060,0,0,36,0,0,0,0
6912,9368,9384,44,1,1,0,0,2060,0,0,36,0,0,0,0
6914,9376,9344,48,1,1,0,0,2060,0,0,36,0,0,0,0
6924,9336,9368,16,1,1,0,0,2060,0,0,36,0,0,0,0
6928,9368,9384,48,1,1,0,0,2060,0,0,36,0,0,0,0
6930,9376,9344,52,1,1,0,0,2060,0,0,36,0,0,0,0
6940,9336,9368,20,1,1,0,0,2060,0,0,36,0,0,0,0
6944,9368,9384,52,1,1,0,0,2060,0,0,36,0,0,0,0
6946,9376,9344,56,1,1,0,0,2060,0,0,36,0,0,0,0
6956,9336,9368,24,1,1,0,0,2060,0,0,36,0,0,0,0
6960,9368,9384,56,1,1,0,0,2060,0,0,36,0,0,0,0
6962,9376,9344,60,1,1,0,0,2060,0,0,36,0,0,0,0
6972,9336,9368,28,1,1,0,0,2060,0,0,36,0,0,0,0
6976,9368,9384,60,1,1,0,0,2060,0,0,36,0,0,0,0
6978,9376,9388,64,0,1,0,0,2060,0,0,36,1,0,0,0
6981,9376,9392,64,1,1,0,0,2060,0,0,36,0,0,0,0
7199,10248,10260,0,0,1,0,0,2060,0,0,36,1,0,0,0
7202,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7209,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7216,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7223,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7230,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7237,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7244,10248,10264,0,1,1,0,0,2060,0,0,36,0,0,0,0
7250,10272,10288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7252,10280,10296,4,1,1,0,0,2060,0,0,36,0,0,0,0
7254,10288,10304,8,1,1,0,0,2060,0,0,36,0,0,0,0
7261,10272,10288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7263,10280,10296,4,1,1,0,0,2060,0,0,36,0,0,0,0
7265,10288,10304,8,1,1,0,0,2060,0,0,36,0,0,0,0
7272,10272,10288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7274,10280,10296,4,1,1,0,0,2060,0,0,36,0,0,0,0
7276,10288,10304,8,1,1,0,0,2060,0,0,36,0,0,0,0
7283,10272,10288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7285,10280,10296,4,1,1,0,0,2060,0,0,36,0,0,0,0
7287,10288,10304,8,1,1,0,0,2060,0,0,36,0,0,0,0
7293,10312,10328,0,1,1,0,0,2060,0,0,36,0,0,0,0
7295,10320,10336,16,1,1,0,0,2060,0,0,36,0,0,0,0
7297,10328,10344,4,1,1,0,0,2060,0,0,36,0,0,0,0
7299,10336,10352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7305,10312,10328,0,1,1,0,0,2060,0,0,36,0,0,0,0
7307,10320,10336,16,1,1,0,0,2060,0,0,36,0,0,0,0
7309,10328,10344,4,1,1,0,0,2060,0,0,36,0,0,0,0
7311,10336,10352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7317,10312,10328,0,1,1,0,0,2060,0,0,36,0,0,0,0
7319,10320,10336,16,1,1,0,0,2060,0,0,36,0,0,0,0
7321,10328,10344,4,1,1,0,0,2060,0,0,36,0,0,0,0
7323,10336,10352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7329,10312,10328,0,1,1,0,0,2060,0,0,36,0,0,0,0
7331,10320,10336,16,1,1,0,0,2060,0,0,36,0,0,0,0
7333,10328,10344,4,1,1,0,0,2060,0,0,36,0,0,0,0
7335,10336,10352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7341,10360,10392,0,1,1,0,0,2060,0,0,36,0,0,0,0
7345,10392,10408,32,1,1,0,0,2060,0,0,36,0,0,0,0
7347,10400,10368,36,1,1,0,0,2060,0,0,36,0,0,0,0
7357,10360,10392,4,1,1,0,0,2060,0,0,36,0,0,0,0
7361,10392,10408,36,1,1,0,0,2060,0,0,36,0,0,0,0
7363,10400,10368,40,1,1,0,0,2060,0,0,36,0,0,0,0
7373,10360,10392,8,1,1,0,0,2060,0,0,36,0,0,0,0
7377,10392,10408,40,1,1,0,0,2060,0,0,36,0,0,0,0
7379,10400,10368,44,1,1,0,0,2060,0,0,36,0,0,0,0
7389,10392,10408,44,1,1,0,0,2060,0,0,36,0,0,0,0
7391,10400,10368,48,1,1,0,0,2060,0,0,36,0,0,0,0
7401,10360,10392,16,1,1,0,0,2060,0,0,36,0,0,0,0
7405,10392,10408,48,1,1,0,0,2060,0,0,36,0,0,0,0
7407,10400,10368,52,1,1,0,0,2060,0,0,36,0,0,0,0
7417,10360,10392,20,1,1,0,0,2060,0,0,36,0,0,0,0
7421,10392,10408,52,1,1,0,0,2060,0,0,36,0,0,0,0
7423,10400,10368,56,1,1,0,0,2060,0,0,36,0,0,0,0
7433,10360,10392,24,1,1,0,0,2060,0,0,36,0,0,0,0
7437,10392,10408,56,1,1,0,0,2060,0,0,36,0,0,0,0
7439,10400,10368,60,1,1,0,0,2060,0,0,36,0,0,0,0
7449,10360,10392,28,1,1,0,0,2060,0,0,36,0,0,0,0
7453,10392,10408,60,1,1,0,0,2060,0,0,36,0,0,0,0
7455,10400,10412,64,0,1,0,0,2060,0,0,36,1,0,0,0
7458,10400,10416,64,1,1,0,0,2060,0,0,36,0,0,0,0
7676,11272,11284,0,0,1,0,0,2060,0,0,36,1,0,0,0
7679,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7686,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7693,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7700,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7707,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7714,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7721,11272,11288,0,1,1,0,0,2060,0,0,36,0,0,0,0
7727,11296,11312,0,1,1,0,0,2060,0,0,36,0,0,0,0
7729,11304,11320,4,1,1,0,0,2060,0,0,36,0,0,0,0
7731,11312,11328,8,1,1,0,0,2060,0,0,36,0,0,0,0
7738,11296,11312,0,1,1,0,0,2060,0,0,36,0,0,0,0
7740,11304,11320,4,1,1,0,0,2060,0,0,36,0,0,0,0
7742,11312,11328,8,1,1,0,0,2060,0,0,36,0,0,0,0
7749,11296,11312,0,1,1,0,0,2060,0,0,36,0,0,0,0
7751,11304,11320,4,1,1,0,0,2060,0,0,36,0,0,0,0
7753,11312,11328,8,1,1,0,0,2060,0,0,36,0,0,0,0
7760,11296,11312,0,1,1,0,0,2060,0,0,36,0,0,0,0
7762,11304,11320,4,1,1,0,0,2060,0,0,36,0,0,0,0
7764,11312,11328,8,1,1,0,0,2060,0,0,36,0,0,0,0
7770,11336,11352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7772,11344,11360,16,1,1,0,0,2060,0,0,36,0,0,0,0
7774,11352,11368,4,1,1,0,0,2060,0,0,36,0,0,0,0
7776,11360,11376,0,1,1,0,0,2060,0,0,36,0,0,0,0
7782,11336,11352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7784,11344,11360,16,1,1,0,0,2060,0,0,36,0,0,0,0
7786,11352,11368,4,1,1,0,0,2060,0,0,36,0,0,0,0
7788,11360,11376,0,1,1,0,0,2060,0,0,36,0,0,0,0
7794,11336,11352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7796,11344,11360,16,1,1,0,0,2060,0,0,36,0,0,0,0
7798,11352,11368,4,1,1,0,0,2060,0,0,36,0,0,0,0
7800,11360,11376,0,1,1,0,0,2060,0,0,36,0,0,0,0
7806,11336,11352,0,1,1,0,0,2060,0,0,36,0,0,0,0
7808,11344,11360,16,1,1,0,0,2060,0,0,36,0,0,0,0
7810,11352,11368,4,1,1,0,0,2060,0,0,36,0,0,0,0
7812,11360,11376,0,1,1,0,0,2060,0,0,36,0,0,0,0
7818,11384,11416,0,1,1,0,0,2060,0,0,36,0,0,0,0
7822,11416,11432,32,1,1,0,0,2060,0,0,36,0,0,0,0
7824,11424,11392,36,1,1,0,0,2060,0,0,36,0,0,0,0
7834,11384,11416,4,1,1,0,0,2060,0,0,36,0,0,0,0
7838,11416,11432,36,1,1,0,0,2060,0,0,36,0,0,0,0
7840,11424,11392,40,1,1,0,0,2060,0,0,36,0,0,0,0
7850,11384,11416,8,1,1,0,0,2060,0,0,36,0,0,0,0
7854,11416,11432,40,1,1,0,0,2060,0,0,36,0,0,0,0
7856,11424,11392,44,1,1,0,0,2060,0,0,36,0,0,0,0
7866,11416,11432,44,1,1,0,0,2060,0,0,36,0,0,0,0
7868,11424,11392,48,1,1,0,0,2060,0,0,36,0,0,0,0
7878,11384,11416,16,1,1,0,0,2060,0,0,36,0,0,0,0
7882,11416,11432,48,1,1,0,0,2060,0,0,36,0,0,0,0
7884,11424,11392,52,1,1,0,0,2060,0,0,36,0,0,0,0
7886,0,11400,0,0,0,1,0,2060,0,0,36,0,0,0,0
7887,0,11404,0,0,0,0,1,32,0,0,36,0,0,0,0
7888,0,11408,0,0,0,0,0,32,0,0,36,0,1,32,0
7889,0,11412,0,0,0,0,0,32,1,0,36,0,0,0,0
7894,11384,11416,20,1,0,0,0,32,0,0,36,0,0,0,0
7898,11416,11432,52,1,1,0,0,32,0,0,36,0,0,0,0
7900,11424,11392,56,1,1,0,0,32,0,0,36,0,0,0,0
7910,11384,11416,24,1,1,0,0,32,0,0,36,0,0,0,0
7914,11416,11432,56,1,1,0,0,32,0,0,36,0,0,0,0
7916,11424,11392,60,1,1,0,0,32,0,0,36,0,0,0,0
7926,11384,11416,28,1,1,0,0,32,0,0,36,0,0,0,0
7930,11416,11432,60,1,1,0,0,32,0,0,36,0,0,0,0
7932,11424,11436,64,0,1,0,0,32,0,0,36,1,0,0,0
7935,11424,11440,64,1,1,0,0,32,0,0,36,0,0,0,0
